1,1,1,1,1,1,1,1,1,1,1,
0,0,0.333333,0.5,0.6,0.666667,0.714286,0.75,0.777778,0.8,0.818182,
0,0,0,0.2,0.333333,0.428571,0.5,0.555556,0.6,0.636364,0.666667,
0,0,0,0,0.142857,0.25,0.333333,0.4,0.454545,0.5,0.538462,
0,0,0,0,0,0.111111,0.2,0.272727,0.333333,0.384615,0.428571,
0,0,0,0,0,0,0.090909,0.166667,0.230769,0.285714,0.333333,
0,0,0,0,0,0,0,0.076923,0.142857,0.2,0.25,
0,0,0,0,0,0,0,0,0.066667,0.125,0.176471,
0,0,0,0,0,0,0,0,0,0.058824,0.111111,
0,0,0,0,0,0,0,0,0,0,0.052632,
0,0,0,0,0,0,0,0,0,0,0,